name,platform
Mercury Meltdown, PSP
The Banner Saga 2, PlayStation 4
Plants vs Zombies: Garden Warfare, PC
Dragon Ball: Origins, DS
SingStar '80s, PlayStation 2
Fury Unleashed, PlayStation 4
The Walking Dead: The Telltale Series - The Final Season Episode 3: Broken Toys, PlayStation 4
The Legend of Zelda: Breath of the Wild - The Master Trials, Switch
Melty Blood Actress Again Current Code, PC
Rune Factory 4, 3DS
Thomas Was Alone, PlayStation Vita
Little Nightmares, PlayStation 4
PlanetSide 2, PlayStation 4
NHL 2K7, Xbox
Metal Slug 3, Xbox 360
GRID 2, Xbox 360
Tropico 6, Xbox One
Atelier Shallie Plus: Alchemists of the Dusk Sea, PlayStation Vita
Medal of Honor: Airborne, PC
Rebelstar: Tactical Command, Game Boy Advance
A Kingdom for Keflings, Xbox 360
Red Faction, PC
Rain on Your Parade, Switch
The Sojourn, PC
Disney's Extreme Skate Adventure, PlayStation 2
Stronghold: Crusader, PC
Dragon Warrior VII, PlayStation
NHL Hitz 20-02, PlayStation 2
Konami Krazy Racers, Game Boy Advance
Summoner, PC
Armored Core 2, PlayStation 2
Madden NFL 2001, PC
ATV Offroad Fury 3, PlayStation 2
Death Squared, Switch
Wargame: Red Dragon, PC
Inazuma Eleven, 3DS
WWE SmackDown vs. Raw 2007, PSP
MySims Agents, Wii
Shin Megami Tensei: Devil Survivor Overclocked, 3DS
NBA 2K20, PlayStation 4
Ayo the Clown, Switch
Dandy Dungeon: Legend of Brave Yamada, Switch
Forager, PC
Bridge Constructor Portal, Xbox One
This War of Mine: The Little Ones, PlayStation 4
Need for Speed: Carbon, PC
Top Gear Rally, Game Boy Advance
Etherlords II, PC
Ace Combat: Assault Horizon, Xbox 360
Good Job!, Switch
Samurai Gunn, PC
The Walking Dead: 400 Days, PC
Life is Strange 2, PlayStation 4
Trials Rising, Switch
WWE SmackDown vs. Raw 2009, PlayStation 2
El Shaddai: Ascension of the Metatron, PlayStation 3
Ghostbusters: The Video Game, PlayStation 3
New Super Mario Bros. 2, 3DS
DeathSpank: Thongs of Virtue, PC
Tabula Rasa, PC
Oxenfree, Xbox One
NFL Street 2, Xbox
Dead Rising 3, Xbox One
Tales From The Borderlands: Episode 4 - Escape Plan Bravo, PlayStation 4
Mount & Blade: Warband, PC
Nancy Drew: The Ransom of the Seven Ships, PC
Madden NFL 08, PlayStation 2
Tom Clancy's Splinter Cell Double Agent, PlayStation 3
LEGO Star Wars, PlayStation 2
RiME, PC
Alien Hominid, PlayStation 2
Call of the Sea, PC
Grand Slam Tennis, Wii
Switchball, Xbox 360
Wario Land: Shake It!, Wii
Star Wars Republic Commando, Xbox
The Awesome Adventures of Captain Spirit, Xbox One
Hue, Xbox One
Ibb & Obb, PlayStation 3
Deadlight, PC
Fallout 3: The Pitt, PC
Samurai Shodown, Xbox One
Far Cry 5, PC
LEGO Indiana Jones: The Original Adventures, Wii
RIDE 4, Xbox One
Going Under, PC
Pro Evolution Soccer 2014, PlayStation 3
Skylanders Giants, Wii
Chibi-Robo! Park Patrol, DS
SNK 40th Anniversary Collection, Switch
Hot Wheels Unleashed, PC
Creature in the Well, Xbox One
Dead Space 3, Xbox 360
R.U.S.E., Xbox 360
Galak-Z: The Dimensional, PC
Anomaly: Warzone Earth, PlayStation 3
Boktai 2: Solar Boy Django, Game Boy Advance
ESPN Major League Baseball, Xbox
Road Rash: Jailbreak, Game Boy Advance
Iridion II, Game Boy Advance
All-Star Baseball 2004, PlayStation 2
Austerlitz: Napoleon's Greatest Victory, PC
Dropship: United Peace Force, PlayStation 2
MotoGP 2, PlayStation 2
Luigi's Mansion, GameCube
Desperados: Wanted Dead or Alive, PC
Mars Matrix, Dreamcast
Zone of the Enders, PlayStation 2
Dirt Track Racing: Sprint Cars, PC
Roguebook, PC
Star Trek: Bridge Crew, PC
Alice in Wonderland, DS
Eastshade, PC
Hyrule Warriors: Definitive Edition, Switch
Scott Pilgrim vs. the World: The Game - Complete Edition, Xbox One
The Walking Dead: The Telltale Series - The Final Season, PlayStation 4
Ridge Racer 7, PlayStation 3
EA SPORTS UFC 4, PlayStation 4
Crash Bandicoot N. Sane Trilogy, Switch
ABZU, PlayStation 4
Bad Apple Wars, PlayStation Vita
Toki Tori 2 +, PlayStation 4
Joe Dever's Lone Wolf HD Remastered, PC
Every Extend Extra Extreme, Xbox 360
Life is Strange: Before the Storm - Episode 1: Awake, PlayStation 4
Tropico 4, PC
PGA Tour 2K21, Xbox One
Transference, PC
Call of Duty: Infinite Warfare, Xbox One
EVERSPACE: Stellar Edition, Switch
Starlink: Battle for Atlas, Xbox One
Ironcast, Xbox One
AR-K Episode 3: The Great Escape, PC
World Class Poker with T.J. Cloutier, PC
Puzzle Quest: Challenge of the Warlords, PlayStation 2
Tales From The Borderlands: Episode 2 - Atlas Mugged, PC
Injustice: Gods Among Us, PlayStation 3
Star Wars: Squadrons, Xbox One
The Count Lucanor, PC
Five Nights at Freddy's, PC
Baseball Mogul 2007, PC
Outlast, PlayStation 4
NASCAR 06: Total Team Control, PlayStation 2
Pac-Man Championship Edition 2, PC
In Sound Mind, PC
Call of Duty: Black Ops III - Zombies Chronicles, PlayStation 4
Crashlands, PC
Iratus: Lord of the Dead, PC
King's Bounty: Crossworlds, PC
Everybody's Gone to the Rapture, PlayStation 4
Horizon Chase Turbo, PlayStation 4
Offworld Trading Company, PC
Olija, Switch
Dawn of Discovery: Venice, PC
EyeToy: Play 2, PlayStation 2
Destiny 2: Shadowkeep, PC
Pro Evolution Soccer 2010, Xbox 360
Mega Man 10, PlayStation 3
DARQ: Complete Edition, Switch
Haven, Switch
Wingspan, Switch
PHOGS!, Switch
Inmost, Switch
Atomicrops, PC
Depixtion, Switch
Age of Wonders: Planetfall, PlayStation 4
Legendary Gary, PC
Everybody's Golf, PlayStation 4
Shadows of Adam, PC
Flywrench, PlayStation 4
Style Savvy: Fashion Forward, 3DS
Dungelot: Shattered Lands, PC
Dying Light: The Following, PlayStation 4
Teslagrad, PlayStation 4
The Walking Dead: Season Two Episode 4 - Amid the Ruins, PlayStation 3
Battlefield 3: End Game, PC
Marvel vs. Capcom Origins, Xbox 360
Call of Duty: Black Ops - Annihilation, Xbox 360
Ace Attorney Investigations: Miles Edgeworth, DS
Top Spin 3, Xbox 360
Fire Pro Wrestling Returns, PlayStation 2
NCAA March Madness 2005, PlayStation 2
Pac-Man vs., GameCube
World Tour Soccer 2003, PlayStation 2
Crash Bandicoot: The Huge Adventure, Game Boy Advance
Amped: Freestyle Snowboarding, Xbox
Dave Mirra Freestyle BMX 2, GameCube
Tony Hawk's Pro Skater 2x, Xbox
NHL FaceOff 2001, PlayStation
Castlevania, Nintendo 64
Titan Quest, PC
Call of Duty 2: Big Red One, PlayStation 2
Tom Clancy's Ghost Recon: Shadow Wars, 3DS
Plants vs. Zombies: Battle for Neighborville, PlayStation 4
Deathtrap, PC
Yomawari: Midnight Shadows, PlayStation 4
Excitebots: Trick Racing, Wii
Kokuga, 3DS
Spider-Man: Web of Shadows, DS
The Missing: JJ Macfield and the Island of Memories, PlayStation 4
Galactic Civilizations: Altarian Prophecy, PC
Graceful Explosion Machine, Switch
UEFA EURO 2008, PlayStation 2
Pop Island, DS
NBA Live 06, PlayStation 2
Republique: Episode 1 - Exordium, PC
Prince of Persia: The Forgotten Sands, Wii
Mega Man Legacy Collection, 3DS
Mutant Storm Reloaded, Xbox 360
Mortal Kombat: Armageddon, Xbox
NFL Street 2, GameCube
Story of Seasons: Friends of Mineral Town, Switch
Vacation Simulator, PC
Nintendo Land, Wii U
Sonic Generations, PC
Elite: Dangerous, PlayStation 4
Kingdom Hearts HD 1.5 ReMIX, PlayStation 3
WRC 8 FIA World Rally Championship, PC
Starhawk, PlayStation 3
Skylanders Giants, PlayStation 3
Yakuza 2, PlayStation 2
Brain Age 2: More Training in Minutes a Day, DS
Regalia: Of Men and Monarchs - Royal Edition, Xbox One
Railway Empire, Xbox One
Puddle, PlayStation Vita
Devil May Cry HD Collection, Xbox 360
Game of Thrones: Episode One - Iron From Ice, PlayStation 4
Tiny Barbarian DX, Switch
Reigns, PC
Mega Man 9, PlayStation 3
Sonic & Sega All-Stars Racing, PlayStation 3
Mafia II, PC
EA Sports MMA, PlayStation 3
Etrian Mystery Dungeon, 3DS
Sega Rally Revo, Xbox 360
HARDCORE MECHA, PlayStation 4
Pawarumi, Switch
Battlefleet Gothic: Armada 2, PC
Tower of Time, PC
The Inner World, Xbox One
Linelight, PlayStation 4
Letter Quest: Grimm's Journey Remastered, Xbox One
Dance Dance Revolution Extreme, PlayStation 2
NHL 2005, Xbox
Delta Force: Black Hawk Down, PC
Rayman 3: Hoodlum Havoc, GameCube
Arx Fatalis, PC
Geoff Crammond's Grand Prix 4, PC
Emperor: Rise of the Middle Kingdom, PC
NFL Blitz 20-02, GameCube
Kinetica, PlayStation 2
Ground Control: Dark Conspiracy, PC
Birds of Steel, Xbox 360
College Hoops 2K6, PlayStation 2
Life is Strange 2: Episode 4 - Faith, PlayStation 4
The Walking Dead: The Telltale Series - The Final Season Episode 4: Take Us Back, PC
Apollo Justice: Ace Attorney, 3DS
Call of Cthulhu: Dark Corners of the Earth, Xbox
Orcs Must Die! 3, PC
Bridge Constructor Portal, PC
OutRun 2006: Coast 2 Coast, Xbox
NBA Live 09, Xbox 360
Sherlock Holmes: Crimes & Punishments, PC
Audica, PC
Just Dance 2019, Xbox One
No Man's Sky, Xbox One
Life Goes On: Done to Death, PlayStation 4
Proteus, PlayStation Vita
Rune Factory 3: A Fantasy Harvest Moon, DS
Shank 2, Xbox 360
Far Cry Primal, Xbox One
Sanctum 2, Xbox 360
Sky Force Anniversary, Xbox One
Livelock, Xbox One
Eets: Chowdown, Xbox 360
DOOM Eternal: The Ancient Gods Part Two, PC
Aven Colony, Xbox One
Nintendo Labo: Toycon 01 Variety Kit, Switch
RISK: Factions, Xbox 360
Lost in Random, PC
ArmA II, PC
Rebel Galaxy Outlaw, PC
Ultimate Marvel vs. Capcom 3, PlayStation 4
Dead or Alive 5 Ultimate, PlayStation 3
Life is Strange: Before the Storm - Episode 3: Hell is Empty, PlayStation 4
Pac-Man Championship Edition 2, PlayStation 4
Street Fighter V, PlayStation 4
Narita Boy, PlayStation 4
I Am Dead, PC
Mega Man 11, Xbox One
Minecraft: Wii U Edition, Wii U
F1 2013, PC
Your Shape Fitness Evolved 2012, Xbox 360
Angry Birds, PSP
DeathSpank, PC
Al Emmo and the Lost Dutchman's Mine, PC
Tony Hawk's American Wasteland, Xbox
SoulCalibur V, Xbox 360
Pro Evolution Soccer 2011, PlayStation 3
Final Fantasy IV: The Complete Collection, PSP
Othercide, PlayStation 4
Expeditions: Conquistador, PC
Call of Juarez: Bound in Blood, Xbox 360
Capcom Arcade Stadium, PlayStation 4
Life is Strange: Episode 1 - Chrysalis, PC
Wasteland 2: Director's Cut, Xbox One
Field Commander, PSP
Cyber Shadow, PlayStation 5
Shu, PlayStation 4
Gary Grigsby's World at War, PC
RUSH, Wii U
LEGO Batman 2: DC Super Heroes, Wii U
Zeno Clash, PC
Hamtaro: Ham-Ham Games, Game Boy Advance
I-Ninja, GameCube
James Bond 007: NightFire, PlayStation 2
Harry Potter and the Chamber of Secrets, Xbox
Operation Flashpoint: Resistance, PC
World Tour Soccer 2002, PlayStation 2
Etherlords, PC
FIFA Soccer 2002, PC
Alone in the Dark: The New Nightmare, PlayStation
Tenchu 2: Birth of the Stealth Assassins, PlayStation
Army Men: Air Combat, Nintendo 64
Pokemon Snap, Nintendo 64
Banjo-Kazooie, Xbox 360
They Are Billions, PC
Virginia, PlayStation 4
FIFA Soccer 09, PC
FIFA World Cup: Germany 2006, PC
Pillars of Eternity II: Deadfire, PlayStation 4
1979 Revolution: Black Friday, Switch
Giana Sisters: Twisted Dreams, PC
Alien Swarm, PC
Art Style: BASE 10, DS
Rune Factory 2: A Fantasy Harvest Moon, DS
FIFA World Cup: Germany 2006, PlayStation 2
Soldiers: Heroes of World War II, PC
Shadows of the Damned, PlayStation 3
The Elder Scrolls Online: Morrowind, PC
The Godfather, Xbox
Sakuna: Of Rice and Ruin, PlayStation 4
Cat Quest II, Switch
Whispers of a Machine, PC
Flashback, Switch
Bloodstained: Curse of the Moon, PC
Figment, PC
Project Zero 2: Wii Edition, Wii
Dragon Quest Heroes: The World Tree's Woe and the Blight Below, PlayStation 4
Stellaris: Console Edition, PlayStation 4
The Elder Scrolls Online: Tamriel Unlimited, Xbox One
Inazuma Eleven Go: Chrono Stones: Thunderflash, 3DS
Kaze and the Wild Masks, PlayStation 4
LEGO City Undercover, Xbox One
Baldur's Gate: Siege of Dragonspear, PC
EA Sports UFC 3, Xbox One
Gears of War 3: RAAM's Shadow, Xbox 360
Crysis 3, PlayStation 3
Mega Man Zero 3, Game Boy Advance
Golf Club: Wasteland, Xbox One
Indivisible, PlayStation 4
Pinstripe, Switch
The Walking Dead: The Telltale Series - The Final Season, PC
Final Fantasy XV: Royal Edition, PlayStation 4
Kerbal Space Program, PlayStation 4
Men of War: Assault Squad, PC
Singularity, PlayStation 3
Command & Conquer 3: Kane's Wrath, PC
ATV Offroad Fury 4, PlayStation 2
FIFA World Cup: Germany 2006, Xbox
Car Battler Joe, Game Boy Advance
Blasphemous, Switch
Life is Strange: Before the Storm, PlayStation 4
Tales of Symphonia Chronicles, PlayStation 3
Killzone: Liberation, PSP
ONRUSH, Xbox One
The Escapists 2, Xbox One
Arena Wars, PC
SpellForce 3: Fallen God, PC
Super Cane Magic ZERO, PlayStation 4
Little Red Lie, PlayStation 4
Naruto Shippuden: Ultimate Ninja Storm 4 - Road to Boruto Expansion, Xbox One
Furi, Xbox One
Corpse Party, 3DS
Element4l, PC
Anomaly 2, PC
Final Fight: Double Impact, Xbox 360
Samurai Warriors 5, Xbox One
Ancestors Legacy, PC
Outlast 2, Xbox One
The Bigs, PlayStation 3
Observer: System Redux, PlayStation 5
MotorStorm: Apocalypse, PlayStation 3
The Last Guy, PlayStation 3
Valiant Hearts: The Great War, PlayStation 4
Dodgeball Academia, PC
XCOM 2 Collection, Switch
Plants vs. Zombies: Battle for Neighborville, PC
11-11: Memories Retold, Xbox One
The Long Dark, PC
Mini Metro, PC
Battlefield 2: Modern Combat, Xbox 360
Mortal Kombat: Shaolin Monks, PlayStation 2
MLB SlugFest: Loaded, Xbox
True Crime: Streets of LA, Xbox
Massive Assault, PC
Fatal Frame, Xbox
Kelly Slater's Pro Surfer, PlayStation 2
MTV Music Generator 2, PlayStation 2
Taiko Drum Master, PlayStation 2
Sonic Generations, Xbox 360
Duke Nukem 3D: 20th Anniversary World Tour, PlayStation 4
Scott Pilgrim vs. the World: The Game, PlayStation 3
King's Quest Chapter 1: A Knight to Remember, PlayStation 4
Ape Escape 3, PlayStation 2
Back 4 Blood, PlayStation 5
Shadows: Awakening, PC
Batman: The Enemy Within - Episode 1: The Enigma, Xbox One
Bomb Chicken, Switch
Sonic the Hedgehog (Live Arcade), Xbox 360
Thomas Was Alone, PC
The Adventure Pals, Switch
World of Final Fantasy, PC
Ittle Dew 2+, Switch
Quantum Break, Xbox One
World of Final Fantasy, PlayStation 4
Dungeons & Dragons: Chronicles of Mystara, Xbox 360
Super Crush K.O., Switch
Wik & the Fable of Souls, Xbox 360
Blasphemous, PC
Solasta: Crown of the Magister, PC
Universe at War: Earth Assault, PC
The Incredible Adventures of Van Helsing II, PC
Life is Strange: Episode 2 - Out of Time, PC
The Council - Episode 3: Ripples, Xbox One
Herald: An Interactive Period Drama, PC
3D Classics: Kid Icarus, 3DS
Daytona USA, Xbox 360
Teslagrad, PC
Fae Tactics, PC
Tales of Monkey Island Chapter 2: The Siege of Spinner Cay, PC
Hearts of Iron III, PC
#IDARB, Xbox One
Azure Striker Gunvolt, 3DS
FIFA Soccer 06, PSP
Darksiders II: Deathinitive Edition, Switch
Space Junkies, PC
Echoes Of Aetheria, PC
Life is Strange: Episode 1 - Chrysalis, Xbox One
Pacer, PlayStation 4
Nexus: The Jupiter Incident, PC
Naruto Shippuden: Ultimate Ninja Storm 3, PlayStation 3
Supreme Commander 2, PC
Orwell, PC
Super Little Acorns 3D Turbo, 3DS
Turok 3: Shadow of Oblivion, Nintendo 64
World of Tanks: Xbox 360 Edition, Xbox 360
Surge Deluxe, PlayStation Vita
Yakuza 3 Remastered, PlayStation 4
The Turing Test, Switch
Lumo, Switch
Shank 2, PlayStation 3
Penny Arcade Adventures: Episode One, PC
Stuntman, Game Boy Advance
NFL Blitz 20-02, Xbox
Kirby 64: The Crystal Shards, Nintendo 64
The Suffering, Xbox
OMNO, Xbox One
Still There, PC
NEO Scavenger, PC
ARMS, Switch
Child of Light, PC
Silent Hill: Shattered Memories, PlayStation 2
Wulverblade, Xbox One
Game of Thrones: Episode Three - The Sword in the Darkness, PC
Spec Ops: The Line, PlayStation 3
LEGO Batman: The Videogame, PlayStation 2
Watch Dogs, PC
ITTA, Switch
20XX, Switch
Tomb Raider: Anniversary, Xbox 360
NHL 17, Xbox One
Tony Hawk's American Wasteland, PlayStation 2
Sid Meier's Railroads!, PC
Darksiders Genesis, PC
SUPERHOT: MIND CONTROL DELETE, PlayStation 4
Magic Duels: Origins, PC
WordJong, DS
Lumines Live!, Xbox 360
MotoGP 3: Ultimate Racing Technology, PC
DoDonPachi Resurrection, Xbox 360
11-11: Memories Retold, PlayStation 4
Minecraft: Story Mode - Episode 1: The Order of the Stone, Xbox One
Baldur's Gate: Dark Alliance II, Xbox
Deliver Us The Moon, PlayStation 4
NCAA Football 08, PlayStation 3
Eldritch, PC
Unravel Two, PlayStation 4
Hitman GO: Definitive Edition, PlayStation 4
Kirby's Return to Dream Land, Wii
Poochy & Yoshi's Woolly World, 3DS
The Godfather: Blackhand Edition, Wii
Need for Speed Underground 2, Xbox
The Pathless, PlayStation 5
Final Fantasy III, DS
Unbound: Worlds Apart, PC
Game Builder Garage, Switch
Heaven's Vault, Switch
Olija, PC
Touhou Spell Bubble, Switch
Oddworld: Abe's Oddysee - New 'n' Tasty, Switch
Let's Sing Queen, PlayStation 4
Ion Fury, Switch
Signs of the Sojourner, PC
A Fold Apart, PC
FORM, PlayStation 4
My Memory of Us, Switch
Horizon Chase Turbo, Xbox One
Shadow of the Tomb Raider, PC
Outlast: Bundle of Terror, Switch
Marvel vs. Capcom: Infinite, Xbox One
Cosmic Star Heroine, PC
Human Resource Machine, Switch
Attack on Titan, Xbox One
On Rusty Trails, PC
Lumo, PC
Mega Man Legacy Collection, PlayStation 4
Stealth Inc 2: A Game of Clones, PC
Tappingo 2, 3DS
3D Classics: Kirby's Adventure, 3DS
Red Dead Redemption: Liars and Cheats, Xbox 360
The Void, PC
Rise of Flight: The First Great Air War, PC
LEGO Indiana Jones: The Original Adventures, Xbox 360
FIFA Soccer 08, PC
Heroes of Might and Magic V, PC
FIFA Soccer 2005, PC
MTX Mototrax, PlayStation 2
Broken Sword: The Sleeping Dragon, Xbox
True Crime: Streets of LA, GameCube
Ultimate Muscle: Legends vs New Generation, GameCube
Harry Potter and the Chamber of Secrets, GameCube
Smuggler's Run 2: Hostile Territory, PlayStation 2
MotoGP, PlayStation 2
You Don't Know Jack: 5th Dementia, PC
Dungeon Defenders, Xbox 360
Unreal Tournament, PlayStation 2
Retro Game Challenge, DS
DK: Jungle Climber, DS
Sanctum 2, PC
The King of Fighters XIII, PlayStation 3
Soldner-X 2: Final Prototype, PlayStation 3
Operation Flashpoint: Dragon Rising, Xbox 360
Magic: Duels of the Planeswalkers 2014, PC
Dead Nation, PlayStation 3
Ultimate Spider-Man, Xbox
DodoGo!, DS
Black, Xbox
Arcana Heart, PlayStation 2
Stranglehold, Xbox 360
Fable III: Traitor's Keep Quest Pack, Xbox 360
Section 8: Prejudice, PC
Lego Indiana Jones: The Original Adventures, PlayStation 2
Transformers: Devastation, PlayStation 4
LEGO City Undercover, PlayStation 4
Ace Combat Assault Horizon: Enhanced Edition, PC
Yggdra Union, Game Boy Advance
Resident Evil: Revelations, PC
Bejeweled Twist, DS
Quantum Conundrum, PC
Xeodrifter, PlayStation 4
Lost Horizon, PC
Rocksmith, Xbox 360
moon, Switch
Zuma Deluxe, Xbox 360
L.A. Noire, Xbox One
Game of Thrones: Episode Five - A Nest of Vipers, PlayStation 4
Pure Pool, Switch
The Lion's Song, PC
Chronos, PC
Battlefleet Gothic: Armada, PC
Genesis Noir, PC
Samurai Shodown: Special Edition, Xbox Series X
The Sims 4: Get Famous, PC
The Elder Scrolls V: Skyrim VR, PlayStation 4
Angry Video Game Nerd Adventures, PC
Etrian Odyssey III: The Drowned City, DS
NHL 06, PC
Knights of Honor, PC
FIFA 21, Xbox One
Dragon Age: Inquisition - Trespasser, PC
Fantasia: Music Evolved, Xbox One
Outpost Kaloki X, Xbox 360
EverQuest Online Adventures: Frontiers, PlayStation 2
Monster Rancher 4, PlayStation 2
True Crime: Streets of LA, PlayStation 2
MoonBase Commander, PC
GT Advance 2: Rally Racing, Game Boy Advance
Monster Rancher 3, PlayStation 2
The Last Blade 2: Heart of the Samurai, Dreamcast
Anachronox, PC
Command & Conquer: Red Alert 3, Xbox 360
New Play Control! Pikmin, Wii
Steel Assault, Switch
LEGO Harry Potter: Years 5-7, Xbox 360
Mutant Storm Empire, Xbox 360
NBA 2K22, PlayStation 5
Solo, PC
Downstream Panic!, PSP
Everyday Shooter, PC
DOOM II, Xbox 360
Mega Man Zero 4, Game Boy Advance
Might & Magic: Heroes VI, PC
Enigma: Rising Tide, PC
Call of Duty: Infinite Warfare, PlayStation 4
Soul Sacrifice, PlayStation Vita
Super Mega Baseball 2, PlayStation 4
Portal Knights, Xbox One
Need for Speed Carbon, Xbox 360
Champions: Return to Arms, PlayStation 2
XCOM: Chimera Squad, PC
Buzz! The Hollywood Quiz, PlayStation 2
Panzer Paladin, Switch
Second Sight, GameCube
Endless Space, PC
Costume Quest, PlayStation 3
A Case of Distrust, PC
Batman: The Enemy Within - Episode 4: What Ails You, PC
The Wolf Among Us: Episode 3 - A Crooked Mile, Xbox 360
Zombie Army 4: Dead War, Xbox One
Tom Clancy's EndWar, Xbox 360
Timelie, PC
MLB 11: The Show, PSP
Before Your Eyes, PC
Kathy Rain, PC
Lost Orbit, PlayStation 4
Dragon's Crown, PlayStation Vita
Observer, PlayStation 4
Pro Evolution Soccer 2009, PlayStation 3
Metro 2033, Xbox 360
Resident Evil 3, PC
Exit, PSP
The Sexy Brutale, PlayStation 4
Sniper Elite 4, PlayStation 4
Guilty Gear XX Accent Core, PlayStation 2
NHL Eastside Hockey Manager, PC
Final Fantasy XI: Chains of Promathia, PlayStation 2
F-Zero GP Legend, Game Boy Advance
MLB SlugFest: Loaded, PlayStation 2
The Suffering, PlayStation 2
FIFA Soccer 2004, PC
The Thing, PC
All-Star Baseball 2002, PlayStation 2
Starfleet Command Volume II: Empires at War, PC
Resident Evil 2, Dreamcast
Demolition Racer: No Exit, Dreamcast
SimCity 3000 Unlimited, PC
SkyDrift, Xbox 360
NCAA Football 14, Xbox 360
Evolve, PC
Need for Speed: Hot Pursuit Remastered, Xbox One
Cross Racing Championship 2005, PC
Disney Classic Games: Aladdin and the Lion King, PlayStation 4
Inazuma Eleven Go: Chrono Stones: Wildfire, 3DS
MotoGP 21, PlayStation 5
Unruly Heroes, Xbox One
Ruiner, Xbox One
Borderlands: The Pre-Sequel, PlayStation 3
Transformers: War for Cybertron, PlayStation 3
NHL 18, Xbox One
NHL 20, PlayStation 4
Darksiders Genesis, Xbox One
Virtua Tennis 4: World Tour Edition, PlayStation Vita
Tropico 4, Xbox 360
Trajectile, DS
The Godfather, Xbox 360
Strider, PlayStation 4
Grandia III, PlayStation 2
DOOM Eternal: The Ancient Gods Part Two, Xbox One
Ys Origin, PlayStation 4
Day of Infamy, PC
Crusader Kings II: Sons of Abraham, PC
Secret Weapons Over Normandy, Xbox
Risen, PC
VA-11 Hall-A: Cyberpunk Bartender Action, PC
X-Men Origins: Wolverine, PC
Penny Arcade Adventures: Episode Three, PC
Valiant Hearts: The Great War, Switch
Resident Evil: Revelations 2 - Episode 3: Judgment, PlayStation 4
Donkey Kong Country 3, Game Boy Advance
The Gunstringer, Xbox 360
Dragon's Dogma: Dark Arisen, Xbox 360
Little Big Workshop, PC
Assassin's Creed III Remastered, Xbox One
Battlestar Galactica Deadlock, PC
Doom 3: Resurrection of Evil, Xbox
Heavy Weapon: Atomic Tank, Xbox 360
Mortal Kombat: Deception, GameCube
Pro Evolution Soccer 2012, PC
Summon Night: Swordcraft Story, Game Boy Advance
NFL Street 2, PlayStation 2
Remnant: From the Ashes, PlayStation 4
Sleeping Dogs: Definitive Edition, PlayStation 4
Grey Goo, PC
The Adventures of Shuggy, Xbox 360
F1 2013, PlayStation 3
Xenonauts, PC
Magic: The Gathering - Duels of the Planeswalkers 2012, PC
Hitman - Intro Pack, PlayStation 4
Forza Horizon 4: LEGO Speed Champions, Xbox One
The Vanishing of Ethan Carter, Xbox One
Warhammer: End Times - Vermintide, Xbox One
Aviary Attorney, PC
La-Mulana EX, PlayStation Vita
The Darkness II, PC
Uno Rush, Xbox 360
Perimeter, PC
Romance of the Three Kingdoms VIII, PlayStation 2
Outlaw Volleyball, Xbox
Mega Man Battle Network 3 White, Game Boy Advance
Metal Gear Solid 2: Substance, PC
Harry Potter and the Chamber of Secrets, PC
RalliSport Challenge, PC
Mech Platoon, Game Boy Advance
Makai Kingdom: Chronicles of the Sacred Tome, PlayStation 2
Broken Sword 5: The Serpent's Curse, Xbox One
Twelve Minutes, PC
Madden NFL 10, Wii
Gun, GameCube
Assetto Corsa Competizione, PC
Donut County, PC
Headlander, PlayStation 4
ZombiU, Wii U
Scarlet Nexus, Xbox Series X
Nioh 2: The Tengu's Disciple, PlayStation 4
Northgard, Switch
Mega Man Legacy Collection 2, Switch
Batman: The Enemy Within - Episode 4: What Ails You, PlayStation 4
Toukiden 2, PlayStation 4
Ar nosurge Plus: Ode to an Unborn Star, PlayStation Vita
Three Fourths Home, PC
Pix the Cat, PC
BlazBlue: Continuum Shift II, PSP
Tomena Sanner, Wii
Star Wars Galaxies: Jump to Lightspeed, PC
Shining Force: Resurrection of the Dark Dragon, Game Boy Advance
Tiger Woods PGA Tour 14, Xbox 360
Guitar Hero: Warriors of Rock, Wii
Stranglehold, PC
Guilty Gear Judgment, PSP
Law & Order: Justice Is Served, PC
Remothered: Tormented Fathers, PC
Plants vs. Zombies, PlayStation Vita
"Warhammer 40,000: Dawn of War III", PC
Cognition: An Erica Reed Thriller Episode 3 - The Oracle, PC
Overcooked!: Special Edition, Switch
Borderlands 3: Bounty of Blood, PC
The Keep, 3DS
F.E.A.R. 2: Project Origin, Xbox 360
Sable, PC
LEGO Star Wars, PC
The Sims Medieval, PC
TERA, PC
LISA: The Painful, PC
Risk of Rain, PC
Hamilton's Great Adventure, PC
Garou: Mark of the Wolves, Xbox 360
WWE 2K19, Xbox One
Magic: The Gathering - Duels of the Planeswalkers 2013, PC
Pangya Fantasy Golf, PSP
Hue, PlayStation 4
Immortals Fenyx Rising, PlayStation 5
Gun, PlayStation 2
Tales of Graces f, PlayStation 3
Klonoa, Wii
Hotshot Racing, PlayStation 4
Spintires: MudRunner, PC
Dungeons & Dragons: Chronicles of Mystara, Wii U
Disney's Kim Possible 2: Drakken's Demise, Game Boy Advance
Brute Force, Xbox
Tom Clancy's Splinter Cell, Game Boy Advance
Doom II, Game Boy Advance
Legacy of Kain: Soul Reaver 2, PC
Dark Reign 2, PC
Furi, PlayStation 4
A World of Keflings, Xbox 360
Stranglehold, PlayStation 3
Just Dance 4, Xbox 360
Battlefield 2: Special Forces, PC
Peter Jackson's King Kong: The Official Game of the Movie, PC
SaGa Frontier Remastered, PlayStation 4
Pac-Man Championship Edition 2, Xbox One
